MasterYear,FormNumber,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,NetLoss,Facility,CauseofLoss,Remedy,Corrected_Report,Water,WaterName,Location,Remarks,LeaseName,FieldNumber,Into_Water,Unique_ID,GrossLossGal
2009,69,08,HENRY RESOURCES LLC,2009-02-05,Producer,MARTIN,38385,0,0,Crude,10,5,5,Flow Line,Human Error - Other,Other,False,,,"SECTION 32, BLOCK 40. T&P RR CO.",PICKED UP OIL AND SCRAPPED. DELINEATION SAMPLES TAKEN,CASSELMAN,SPRABERRY (TREND AREA),False,117633,420
2009,43,7B,"PIONEER EXPLORATION, LLC",2009-02-05,Producer,NOLAN,29055,0,0,Crude,100,25,75,Tank Battery,Equipment Failure,Other,False,,,SECTION 21 A-444,VACUUMED FREE FLUID. SOIL REMEDIATED.,"HANKS, BILLIE ""B""","HYLTON, NW. (MID-CAMBRIAN)",False,117607,4200
2009,119,08,"WINDSOR ENERGY GROUP, L.L.C.",2009-02-06,Producer,MARTIN,29442,0,0,Crude,132,65,67,Tank Battery,Equipment Failure,Other,False,,,,"RECOVERED WHAT THEY COULD. C&C COATING, INC. FOR REMEDIATION.",PATTON,ROSE PETAL (LOWER MISS.),False,117683,5544
2009,9,06,GOODRICH PETROLEUM COMPANY,2009-02-07,Producer,RUSK,0,230985,0,Crude,130,0,130,Tank Battery,Theft,Other,False,,,SECTION -MCDANIEL RL A-588,NOTIFIED POLICE.,"YOUNGBLOOD, ROBERT",MINDEN (COTTON VALLEY CONS.),False,117573,5460
2009,16,7C,COG OPERATING LLC,2009-02-07,Producer,UPTON,16062,0,0,Crude,20,0,20,Tank Battery,Other,Other,False,,,"SECTION 50, N.A. LEE SURVEY","FIRE, CALLED FIRE DEPT. 20BBL BURNED UP, NO SPILL TO REMEDIATE",HASEL50,SPRABERRY (TREND AREA),False,117580,840
2009,10,06,GOODRICH PETROLEUM COMPANY,2009-02-07,Producer,RUSK,0,243418,0,Crude,133,0,133,Tank Battery,Theft,Other,False,,,SECTION -FLORES P A-198,NOTIFIED POLICE,"SEALEY, TAYLOR GU",BECKVILLE (COTTON VALLEY),False,117574,5586
2009,559,08,APACHE CORPORATION,2009-02-07,Producer,ECTOR,17016,0,0,Crude,150,140,10,Tank Battery,Equipment Failure,Other,False,,,IN BERM AND IN PASTURE,VACUUMED FREE FLUIDS. SOIL REMEDIATION PLAN IN PROGRESS,"THOMAS, H. TR.1",TXL (ELLENBURGER),False,118122,6300
2009,30,06,"SAMSON LONE STAR, LLC",2009-02-08,Producer,NACOGDOCHES,0,0,5402,Gas Well Liquid,100,100,0,Tank Battery,Equipment Failure,Other,False,,,MANUEL DE LOS SANTOS COY A-21,VACUUMED FREE FLUID AND SITE REMEDIATED.,"SESSIONS, MABEL GU",NO FIELD NAME,False,117594,4200
2009,81,08,"TRIUMPH EXPLORATION, INC.",2009-02-09,Producer,ANDREWS,37777,0,0,Crude,22,18,4,Tank Battery,Equipment Failure,Other,False,,,"SEC. 22, BLOCK A-34, PSL SURVEY, ANDREWS COUNTY, TX",VACUUMED FREE FLUID AND REMEDIATED SOIL.,HILLBILLY,MEANS,False,117645,924
2009,38,09,"WILLIAMS PROD. GULF COAST, L.P.",2009-02-09,Producer,GRAY,0,230980,0,Gas Well Liquid,60,10,50,Tank Battery,Corrosion - Rust,Other,False,,,I& GN RR CO A-1790,FREE FLUIDS VACUUMED AND SOIL REMEDIATED.,STRAIN,"NEWARK, EAST (BARNETT SHALE)",False,117602,2520
2009,309,08,PLAINS PIPELINE L.P.,2009-02-10,Transporter,CRANE,0,0,0,Crude,46,45,1,Pump Station or Terminal,Corrosion - Rust,Other,False,,,GPS N 31.51071 W 102.64852,SOIL REMEDIATION PLAN IN PROGRESS,SEMINOLE SAN ANDRES UNIT,NO FIELD NAME,False,117873,1932
2009,80,08,"SANDRIDGE EXPL. AND PROD., LLC",2009-02-10,Producer,ECTOR,38625,0,0,Crude,70,60,10,Tank Battery,Equipment Failure,Other,False,,,N 31 DEGREES 50.0064' W 102 DEGREES 36.996',IMPACTED SOIL WILL BE BLENDED AND BROUGHT TO BELOW 1% TPH,PARKER MINERALS 11,GOLDSMITH (CLEAR FORK),False,117644,2940
2009,29,7B,"PLAINS MARKETING, L.P.",2009-02-10,Transporter,TAYLOR,0,0,0,Crude,10,6,4,Other,Equipment Failure,Other,False,,,GPS: N 32.27254 W 99.77675,SOIL REMEDIATION PLAN IN PROGRESS,"SESSIONS, MABEL GU",NO FIELD NAME,False,117593,420
2009,221,08,COG OPERATING LLC,2009-02-11,Producer,MIDLAND,32878,0,0,Crude,115,105,10,Valve,Equipment Failure,Other,False,,,"SECTION 7, BLOCK 40, MD DAUGHTERTY",PICKED UP OIL WITH VACUUM TRUCK-WILL REMEDIATE.,"COLLINGS, H. S.",PARKS (SPRABERRY),False,117785,4830
2009,63,02,"PREVAIL ENERGY, INCORPORATED",2009-02-11,Producer,DE WITT,8126,0,0,Crude,40,0,40,Other,Theft,Other,False,,,LUKE M. MASON SURVEY A-335,REPORTED TO COUNTY OFFICIALS.,KRUEGER UNIT,"COTTONWOOD CREEK, SOUTH",False,117627,1680
2009,44,04,FOREST OIL CORPORATION,2009-02-11,Producer,STARR,2377,0,0,Combined,30,15,15,Other,Equipment Failure,Other,False,,,"SECTION 222, BLOCK 938, SIMON RAMIREZ SURVEY",AREA TILLED AND SOIL REMEDIATED.,"SLICK, T. B. ESTATE -B-",RINCON (VICKSBURG SAND),False,117608,1260
2009,42,09,ENCANA OIL & GAS(USA) INC.,2009-02-11,Producer,DENTON,0,182158,0,Gas Well Liquid,40,18,22,Other,Equipment Failure,Other,False,,,CONDENSATE TANK 33.21887 97.36595,VACUUMED FREE FLUIDS. SOIL REMEDIATED. PATCHED TANK.,CONDEE-WELCH,"NEWARK, EAST (BARNETT SHALE)",False,117606,1680
2009,113,08,"DCP MIDSTREAM, LP",2009-02-11,Other,MIDLAND,0,0,0,Crude,120,105,15,Pump Station or Terminal,Company Human Error,Other,False,,,"370 17TH STREET, DENVER, CO 80202 (OPERATOR ADDRESS)",FREE FLUIDS REMOVED AND IN-PLACE REMEDIATION HAS BEGUN,"BROOKS, R.C. GU",NO FIELD NAME,False,117677,5040
2009,604,6E,EAST TEX SALT WATER DISPOSAL CO.,2009-02-11,Other,PANOLA,0,0,0,Crude,2,2,0,Tank Battery,Act of God,Other,False,River,SABINERVR.,"GREGG COUNTY - P. MCANNALLY SURVEY, A-257","SOIL REMEDIATED, BOOMS USED AND FLUID RECOVERED.","CADENHEAD, T. C. ET AL",NO FIELD NAME,False,118167,84
2009,207,08,"TEPPCO CRUDE PIPELINE, LLC",2009-02-12,Transporter,MIDLAND,0,0,0,Crude,15,13,2,Pipe Line,Corrosion - Rust,Other,False,,,"GPS 31DE. 50' 28.64""N 101 DEG. 53'45.45""W",SOIL REMEDIATION PLAN IN PROGRESS.,MIDKIFF,NO FIELD NAME,False,117771,630
2009,46,06,PETROHAWK OPERATING COMPANY,2009-02-12,Producer,NACOGDOCHES,0,0,6293,Gas Well Liquid,60,60,0,Flow Line,Equipment Failure,Other,False,,,"-94.38363, 31.633278",CONDENSATE VACUUMED. FIRE WALL FLUSHED W/WATER.AREA REMEDIATED,"HANCOCK-HANCOCK ""A""",NO FIELD NAME,False,117610,2520
2009,17,7C,"ASPEN OPERATING COMPANY, L.L.C.",2009-02-12,Producer,CROCKETT,1137,0,0,Crude,55,54,1,Other,Equipment Failure,Repaired Existing Equipment,False,,,SHANNON MA EST -O-,REMOVED CHAT & REPLACED. VACUUMED FREE FLUID. SITE REMEDIATED.,"SHANNON, M. A., EST. -O-",OLSON,False,117581,2310
2009,23,7B,"BASA RESOURCES, INC.",2009-02-12,Producer,STEPHENS,10233,0,0,Products,200,100,100,Tank Battery,Equipment Failure,Other,False,,,SECTION 17 L.A.L. SURVEY,SOIL REMEDIATED.,CURRY UNIT,STEPHENS COUNTY REGULAR,False,117587,8400
2009,92,03,"WILLIAMS, CLAYTON ENERGY, INC.",2009-02-12,Producer,BURLESON,23184,0,0,Crude,160,159,1,Tank Battery,Equipment Failure,Other,False,Other,POND,FRANCISCO RUIZ SURVEY A-54,POND SUCCESSFULLY SKIMMED. VACUUMED FREE FLUID AND SOIL REMEDIATED,KRUG-SAVAGE UNIT,GIDDINGS (AUSTIN CHALK-3),False,117656,6720
2009,18,7C,"PIONEER NATURAL RES. USA, INC.",2009-02-13,Producer,UPTON,13459,0,0,Crude,10,7,3,Tank Battery,Equipment Failure,Other,False,,,"31 34' 23.9"" -101 58' 31.3""",SOIL REMEDIATED.,"NEAL ""A""",SPRABERRY (TREND AREA),False,117582,420
2009,36,10,PETCO PETROLEUM CORP.,2009-02-13,Producer,GRAY,497,0,0,Crude,60,60,0,Tank Battery,Equipment Failure,Other,False,,,"SECTION 86&87, BLOCK B2, H&GN SURVEY",PREFEX CONTRACTED.,"SWANSON, EMMA",PANHANDLE GRAY COUNTY FIELD,False,117600,2520
2009,73,03,"ENERVEST OPERATING, L.L.C.",2009-02-14,Producer,LEE,23334,0,0,Crude,120,100,20,Tank Battery,Corrosion - Rust,Other,False,,,JOSE FRANCISCO MANCHA A-207,VACUUMED FREE FLUIDS. SOILE REMEDIATION PLAN IN PROGRESS,LEHMANN-BLUME,GIDDINGS (AUSTIN CHALK-3),False,117637,5040
2009,362,08,"PARSLEY ENERGY OPERATIONS, LLC",2009-02-14,Producer,MIDLAND,33363,0,0,Crude,30,10,20,Tank Battery,Equipment Failure,Other,False,,,8MI. SE OF MIDLAND. SEC. 44 BLK 37 T2S WT HOLCOMBE 660'FWL&660'FNL,NOVA ENVRONMENTAL TO REMEDIATE.,"TURNER ""L""",SPRABERRY (TREND AREA),False,117926,1260
2009,558,08,APACHE CORPORATION,2009-02-15,Producer,ECTOR,17016,0,0,Crude,35,30,5,Tank Battery,Equipment Failure,Other,False,,,INSIDE BERM AREA & ON SOUTHEAST CORNER OF THE PASTURE,SOIL REMEDIATION PLAN IN PROGRESS,"THOMAS, H. TR.1",TXL (ELLENBURGER),False,118121,1470
2009,78,08,ANADARKO PETROLEUM CORPORATION,2009-02-16,Producer,LOVING,0,223143,0,Crude,25,24,1,Tank Battery,Equipment Failure,Other,False,,,LAT 31.75343 LONG -103.3589,VACUUMED FREE FLIDS. SOIL NOT IMPACTED. SITE REMEDIATED.,DAVIS 44,HALEY (LWR. WOLFCAMP-PENN CONS.),False,117642,1050
2009,37,10,"DCP MIDSTREAM, LP",2009-02-16,Other,GRAY,0,0,0,Products,120,110,10,Other,Other,Other,False,,,"SECTION 32, BLOCK B-2, SURVEY H&GN RR","VACUUMED FREE FLUID,SOIL WILL BE REMEDIATED.","SWANSON, EMMA",NO FIELD NAME,False,117601,5040
2009,487,08,XTO ENERGY INC.,2009-02-16,Producer,ECTOR,37965,0,0,Crude,80,60,20,Tank Battery,Equipment Failure,Other,False,,,SECTION 17,VACUUMED FREE FLUID.,"GOLDSMITH, C. A. ETAL",GOLDSMITH (CLEAR FORK),False,118051,3360
2009,430,8A,LEGACY RESERVES OPERATING LP,2009-02-17,Producer,SCURRY,5770,0,0,Crude,20,15,5,Flow Line,Equipment Failure,Other,False,,,"SEC. 193, BLK 3, H& GN RR CO.",DUG OUT CONTAMINATED SOIL. ETECH COMPLETED REMEDIATION.,"BOLDING, E. B.",SHARON RIDGE (1700),False,117994,840
2009,196,8A,APACHE CORPORATION,2009-02-18,Producer,YOAKUM,0,0,3564,Crude,5,3,2,Tank Battery,Equipment Failure,Abandoned,False,,,J H BESHEARS BATTERY,VALVE HAS BEEN REPLACED. SOIL HAS BEEN REMEDIATED.,"THOMAS, ANNA MAE",NO FIELD NAME,False,117760,210
2009,71,01,J&J OIL,2009-02-18,Producer,WILSON,5774,0,0,Crude,20,14,6,Tank Battery,Company Human Error,Other,False,,,"C.R. PATTON SURVEY, ABST. #250",TILLED SOIL AND SUCCESSFULLY REMEDIATED.,"MCDANIEL, H. E.",PALMER (POTH-B),False,117635,840
2009,102,7C,"PLAINS MARKETING, L.P.",2009-02-18,Transporter,UPTON,0,0,0,Crude,30,20,10,Other,Corrosion - Rust,Other,False,,,GPS N 31.4442 W 102.102.3014,SOIL REMEDITATED,"ROCKER B ""I""",NO FIELD NAME,False,117666,1260
2009,75,09,"DTE GAS RESOURCES, LLC",2009-02-19,Producer,DENTON,0,240411,0,Gas Well Liquid,120,0,120,Other,Theft,Other,False,,,"GUTHRIE, FY SURVEY ABS-442",(PRODUCTION TANK) DENTON COUNTY SHERIFF WAS CALLED.,SHIFFLET,"NEWARK, EAST (BARNETT SHALE)",False,117639,5040
2009,85,04,"EOG RESOURCES, INC.",2009-02-19,Producer,SAN PATRICIO,0,241023,0,Gas Well Liquid,15,12,3,Tank Battery,Human Error - Other,Other,False,,,"J N SEGUIN SURVEY 4, ABST 246 9.3 MI. W FROM PORTLAND",(TRANSPORT DRIVER ERROR)VACUUMED FREE FLUID.SOIL REMEDIATED.,STATE TRACT 690 746 & 750 GU,NUECES BAY DEEP CONSOLIDATED,False,117649,630
2009,151,7B,CONOCOPHILLIPS PIPE LINE COMPANY,2009-02-19,Transporter,STEPHENS,0,172240,0,Crude,10,0,10,Other,Corrosion - Rust,Other,False,,,,SOIL WAS EXCAVATED AND TILLED. ON SITE-BIOREMEDIATION.,BENNETT,NO FIELD NAME,False,117715,420
2009,202,8A,MERIT ENERGY COMPANY,2009-02-20,Producer,TERRY,68725,0,0,Crude,50,35,15,Pipe Line,Corrosion - Rust,Abandoned,False,,,1200'S WEST OF MULDROW #18,LINE REPAIRED &FREE FLUID PICKED UP. SOIL REMEDIATION IN PROGRESS ,MULDROW UNIT,"PRENTICE, NW. (SAN ANDRES)",False,117766,2100
2009,95,04,HAMMAN OIL & REFINING COMPANY,2009-02-20,Producer,STARR,0,232653,0,Gas Well Liquid,174,174,0,Tank Battery,Theft,Other,False,,,"SCETION 88, DE LA GARZA, JS A-105",FILED REPORT WITH SHERIFF'S DEPT. AND THEY HAVE NOT FOUND THEIVES ,SEMMES,GARCIAS RIDGE (QUEEN CITY),False,117659,7308
2009,154,10,"LATIGO PETROLEUM, INC.",2009-02-21,Producer,OCHILTREE,7657,0,0,Crude,20,18,2,Tank Battery,Other,Other,False,,,SECTION 149 BLOCK 13 T&NO SURVEY,SOIL REMEDIATED.,COURSON RANCH 149,ALPAR-LIPS (ST. LOUIS),False,117718,840
2009,116,08,OXY USA INC.,2009-02-21,Producer,WARD,27540,0,0,Crude,30,20,10,Other,Equipment Failure,Other,False,,,MOBIL BATTERY SEC. 43 BLK 33 SURVEY H&TCRR CO.,FREE FLUIDS VACUUMED. ELKE ENVIRONMENTAL TO REMEDIATE.,MOBIL,COLLIE (DELAWARE),False,117680,1260
2009,573,08,"PIONEER NATURAL RES. USA, INC.",2009-02-21,Producer,MIDLAND,28564,0,0,Crude,6,1,5,Flow Line,Equipment Failure,Other,False,,,"31 55' 11.2"" -101 51'47.0""",SOIL REMEDIATION PLAN IN PROGRESS,"TURNER ""H""",SPRABERRY (TREND AREA),False,118136,252
2009,606,08,"DEVON ENERGY PRODUCTION CO, L.P.",2009-02-21,Producer,WINKLER,35546,0,0,Crude,493,237,256,Tank Battery,Equipment Failure,Other,False,,,1980' FNEL & 550' FNWL,VACUUMED FREE FLUID AND REMEDIATED SPILL AREA.,HERRMAN,"PYOTE, SOUTH (6450 SAND)",False,118169,20706
2009,391,08,ABRAXAS PETROLEUM CORPORATION,2009-02-21,Producer,WARD,31892,0,0,Crude,10,0,10,Tank Battery,Other,Other,False,,,"L.F. FREEMAN, A-747",FIRE BURNT UP ALL OIL.,"HALL, G. T. 31-A-",CAVEAT EMPTOR (CHERRY CANYON),False,117955,420
2009,28,06,GOODRICH PETROLEUM COMPANY,2009-02-22,Producer,ANGELINA,0,241956,0,Crude,116,105,11,Other,Equipment Failure,Other,False,Creek,CREEK,"DE LA GARZA, J, A-15",SOIL REMEDIATED. SHUT OFF VALVE HAS BEEN INSTALLED.,"SESSIONS, MABEL GU","SESSIONS, S. (WOODBINE A)",False,117592,4872
2009,25,06,GOODRICH PETROLEUM COMPANY,2009-02-22,Producer,ANGELINA,0,241956,0,Crude,116,105,11,Other,Equipment Failure,Repaired Existing Equipment,False,Creek,CREEK,"DE LA GARZA, J, A-15",SAFETY SHUT OFF INSTALLED. CREEK AND SOIL REMEDIATED.,"SESSIONS, MABEL GU","SESSIONS, S. (WOODBINE A)",False,117589,4872
2009,228,08,"PIONEER NATURAL RES. USA, INC.",2009-02-23,Producer,MIDLAND,35169,0,0,Crude,70,50,20,Tank Battery,Equipment Failure,Other,False,,,NONE LISTED,VACUUMED FREE FLUID AND CASEY W/C AND C TO REMEDIATE AREA.,BRADFORD O,SPRABERRY (TREND AREA),False,117792,2940
2009,201,08,"CHEVRON MIDCONTINENT, L.P.",2009-02-24,Producer,ANDREWS,30953,0,0,Crude,6,4,2,Tank Battery,Company Human Error,Other,False,,,"BLOCK A-43, SECTION 13",CONTAMINATED SOIL REMOVED AND REMEDIATED.,GRAFA DEEP,DEEP ROCK (PENN.),False,117765,252
2009,205,08,OXY USA WTP LP,2009-02-25,Producer,MIDLAND,38332,0,0,Crude,47,22,25,Tank Battery,Equipment Failure,Other,False,,,"SECTION 33, BLOCK 41 T3S, P&PRR CO",VACUUMED FREE FLUID. ELK ENVIRONMENTAL TO REMEDIATE.,TXL,SPRABERRY (TREND AREA),False,117769,1974
2009,557,08,APACHE CORPORATION,2009-02-25,Producer,ECTOR,20726,0,0,Crude,100,100,0,Tank Battery,Equipment Failure,Other,False,,,TXL SOUTH UNIT,VACUUMED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,TXL SOUTH UNIT,TXL (TUBB),False,118120,4200
2009,57,03,"CLAY, JERRY H.",2009-02-27,Producer,HARRIS,10946,0,0,Crude,14,14,0,Pipe Line,Equipment Failure,Other,False,Creek,TURKEYCREEK,LAT 29.34.454N LONG 95.10.874W,REMEDIATION PLAN IN PLACE.,"STEVENSON, W. I., ET AL","THURSDAY, WEST (WOODBINE)",False,117621,588
2009,91,03,"ENERVEST OPERATING, L.L.C.",2009-02-27,Producer,FAYETTE,23243,0,0,Crude,20,19,1,Tank Battery,Corrosion - Rust,Other,False,,,S.P. BROWN SURVEY A-22,VACUUMED FREE FLUID AND SOIL REMEDIATED.,OLDENBURG UNIT,GIDDINGS (AUSTIN CHALK-3),False,117655,840
2009,39,7B,"BASA RESOURCES, INC.",2009-02-28,Producer,STEPHENS,10233,0,0,Products,250,160,90,Pipe Line,Corrosion - Rust,Other,False,,,"1330' NW OF CURRY UNIT #11-19 SEC. 17 LAL/COOPER, JW SURVEY",VACUUMED FREE FLUIDS. SOIL REMEDIATED. WILL REPLACE TRUNKLINE.,CURRY UNIT,STEPHENS COUNTY REGULAR,False,117603,10500
2009,428,08,APACHE CORPORATION,2009-02-28,Producer,ECTOR,2130,0,0,Crude,30,26,4,Flow Line,Equipment Failure,Other,False,,,LAREN 15,WELL WAS SHUT IN. LINE REPAIRED AND SOIL WAS REMEDIATED.,LAREN,GOLDSMITH (CLEAR FORK),False,117992,1260
2009,52,7C,"PIONEER NATURAL RES. USA, INC.",2009-03-01,Producer,REAGAN,16384,0,0,Crude,20,8,12,Tank Battery,Equipment Failure,Other,False,,,"31 6' 21.6"" -101 28' 59.6""",SOIL REMEDIATION IN PROGRESS.,"UNIVERSITY ""12-12""",SPRABERRY (TREND AREA),False,117616,840
2009,103,7C,APACHE CORPORATION,2009-03-01,Producer,IRION,6725,0,0,Crude,30,0,30,Tank Battery,Equipment Failure,Other,False,,,"SECTION 49, BLOCK 14, H&TC SURVEY, API 23500458",SITE IS IN THE PROCESS OF BEING BLENDED.,KETCHUM MT. (CLEAR FORK) UNIT,KETCHUM MT. (CLEAR FORK),False,117667,1260
2009,397,8A,CHEVRON U. S. A. INC.,2009-03-02,Producer,GAINES,62665,0,0,Crude,30,26,4,Tank Battery,Corrosion - Rust,Other,False,,,"SEC 1, BLK A21, SURVEY",SOIL REMEDIATION PLAN IN PROGRESS,ROBERTSON UNIT,"ROBERTSON, N. (CLEAR FORK 7100)",False,117961,1260
2009,342,08,"PIONEER NATURAL RES. USA, INC.",2009-03-03,Producer,MIDLAND,31953,0,0,Crude,30,20,10,Tank Battery,Equipment Failure,Other,False,,,"31 54'55.6""N 102 05' 36.3""W",VACUUM TRUCKS REMOVED FREE FLUIDS. SOIL WAS EXCAVATED.,FRAZIER -A-,SPRABERRY (TREND AREA),False,117906,1260
2009,55,04,CIMAREX ENERGY CO. OF COLORADO,2009-03-04,Producer,WILLACY,3366,0,0,Crude,5,2,3,Flow Line,Equipment Failure,Other,False,,,R.O.W GPS N26 26.04W97 32.19,SPREAD OIL GATOR AND TILLED AREA.,SAUZ RANCH MULATOS PASTURE,WILLAMAR,False,117619,210
2009,330,08,"LT LEASING, LLC",2009-03-05,Other,WINKLER,0,0,0,Crude,11,2,9,Pipe Line,Human Error - Other,Other,False,,,N. 31.7218 W 102.9967,FREE FLUID VAC. GATOR GUARD FOR SOIL REMEDIATION.,"FORD, W. T.",NO FIELD NAME,False,117894,462
2009,61,7B,"PLAINS MARKETING, L.P.",2009-03-05,Transporter,TAYLOR,0,0,0,Crude,30,20,10,Other,Human Error - Other,Other,False,,,GPS: N 32.2398 W 99.7894,SOIL REMEDIATION PLAN IN PROGRESS.,BIVINS,NO FIELD NAME,False,117625,1260
2009,54,06,VALENCE OPERATING COMPANY,2009-03-05,Producer,SMITH,5990,0,0,Crude,15,11,4,Tank Battery,Equipment Failure,Repaired Existing Equipment,False,,,JOHN LANE 1-557,LEVEL CONTROL ON SEPARATER HAS BEEN FIXED. SOIL REMEDIATED,HITTS LAKE UNIT,HITTS LAKE (PALUXY),False,117618,630
2009,47,6E,"TRIPLE M SALTWATER DISPOSAL, LP",2009-03-06,Producer,NACOGDOCHES,8155,0,0,Crude,2,2,0,Other,Other,Other,False,,,MARY VAN WINKLE SRVY. 1/8 MILE S OF WATSON ROAD,MANUAL LABOR AND BACKHOE TO REMEDIATE SOIL. CASING VALVE OPEN.,"MITCHELL, ED.",EAST TEXAS,False,117611,84
2009,496,8A,APACHE CORPORATION,2009-03-07,Producer,COCHRAN,60190,0,0,Crude,14,12,2,Pipe Line,Corrosion - Rust,Other,False,,,TRACT 110 TEST SITE,RECOVERED FREE FLUID AND BLENDED SOIL FOR REMEDIATION.,WEST LEVELLAND UNIT,LEVELLAND,False,118060,588
2009,117,8A,OCCIDENTAL PERMIAN LTD.,2009-03-09,Producer,HOCKLEY,6034,0,0,Crude,8,4,4,Pipe Line,Equipment Failure,Other,False,,,"LGE, 39 LAB. 51, MAVERICK CSL",VACUUMED FREE FLUID. APPLIED ENVIRONMENTAL WILL REMEDIATE SOIL.,"DAVIS, M. H.",SLAUGHTER,False,117681,336
2009,112,08,CENTURION PIPELINE L.P.,2009-03-09,Transporter,MIDLAND,0,0,0,Crude,15,10,5,Tank Battery,Equipment Failure,Other,False,,,"SECTION 43, BLOCK 38, T&PRRCO",BLENDED WITH CLEAN SOIL TO LESS THAN 1%,"BROOKS, R.C. GU",NO FIELD NAME,False,117676,630
2009,56,04,NEWFIELD EXPLORATION COMPANY,2009-03-10,Producer,BROOKS,0,233967,0,Crude,308,0,308,Tank Battery,Theft,Other,False,,,"CHAPA, JM&L A-97",CONTACTED THE SHERIFF'S DEPT.,SKIPPER,LOPEZ RANCH (CONSOLIDATED),False,117620,12936
2009,674,10,"LINN OPERATING, INC.",2009-03-10,Producer,MOORE,7742,0,0,Crude,22,20,2,Flow Line,Human Error - Other,Other,False,,,JW LOVE SURVEY,PICKED UP FREE FLUID AND REMEDIATION PLAN IN PROGRESS.,OWEN,PANHANDLE MOORE COUNTY FIELD,False,118237,924
2009,157,05,ANADARKO PETROLEUM CORPORATION,2009-03-11,Producer,FREESTONE,0,180375,0,Gas Well Liquid,28,0,28,Tank Battery,Act of God,Other,False,,,LAT. 31.56426 LON. -96.18257,LIGHTNING STRUCK TANK.NO REMEDIATION ALL CONDENSATE BURNED IN FIRE,ENGLISH,TEAGUE (CV-BOSSIER CONS.),False,117721,1176
2009,150,06,GMX RESOURCES INC.,2009-03-11,Producer,HARRISON,0,242542,0,Crude,105,100,5,Tank Battery,Other,Other,False,,,BENNETT #1 SURVEY A-700,CLOSED VALVE AND USED ABSORBANT PADS TO CLEAN SPILL..,BENNETT,HARDWOOD (COTTON VALLEY),False,117714,4410
2009,48,7C,"ARMOR PETROLEUM, INC.",2009-03-12,Producer,IRION,13010,0,0,Crude,12,0,12,Other,Equipment Failure,Other,False,,,"SECTION 22, H&TC RR CO SVY, BLOCK 1, A-943",PUT CALICHE ON SPILL. WEATHER DELAYED CLEAN UP. REMEDIATING.,ROCK PEN CLEARFORK UNIT,ROCK PEN (CLEARFORK),False,117612,504
2009,574,08,"PIONEER NATURAL RES. USA, INC.",2009-03-14,Producer,MIDLAND,6462,0,0,Crude,5,3,2,Tank Battery,Equipment Failure,Other,False,,,"31.97613 N, 101.89569",VACUUMED FREE FLUID AND SOIL REMEDIATED.,"SNOWDEN, JOHN",SPRABERRY (TREND AREA),False,118137,210
2009,580,08,"SOUTHERN UNION GAS SERVICES, LTD",2009-03-15,Other,PECOS,0,0,0,Gas Well Liquid,12,7,5,Separator-Gun Barrel-Treater,Company Human Error,Other,False,,,"SEC. 9, BLK 129 SVY TEXAS & ST. LOUIS RR",SOIL REMEDATION PLAN IN PROGRESS,SHACKELFORD SPRABERRY UNIT,NO FIELD NAME,False,118143,504
2009,455,08,CENTURION PIPELINE L.P.,2009-03-15,Transporter,MIDLAND,0,0,0,Crude,15,10,5,Pipe Line,Corrosion - Rust,Other,False,,,"SEC 28, BLK 37 T3S, T&P RRCO",BLENDED WITH CLEAN SOIL TO LESS THAN 1%,PETSCH,NO FIELD NAME,False,118019,630
2009,256,7C,"PIONEER NATURAL RES. USA, INC.",2009-03-16,Producer,UPTON,11402,0,0,Crude,5,3,2,Flow Line,Corrosion - Rust,Other,False,,,"31 30'34.2""N 101 57'43.4 W",VACUUMED FREE FLUIDS. SOIL REMEDIATION PLAN IN PROGRESS,GIDDINGS ESTATE FEE,SPRABERRY (TREND AREA),False,117820,210
2009,50,7C,"PIONEER NATURAL RES. USA, INC.",2009-03-16,Producer,UPTON,11402,0,0,Crude,5,3,2,Flow Line,Corrosion - Rust,Other,False,,,"31 30' 34.2"" N 101 57' 43.4"" W",VACUUM FREE FLUIDS. SOIL REMEDIATON IN PROGRESS,GIDDINGS ESTATE FEE,SPRABERRY (TREND AREA),False,117614,210
2009,560,8A,APACHE CORPORATION,2009-03-16,Producer,HOCKLEY,18149,0,0,Crude,15,10,5,Tank Battery,Equipment Failure,Other,False,,,FREE WATER KNOCK OUT - WATER LED,RECOVERED FREE FLUID. SOIL REMEDIATION PLAN IN PROGRESS.,MALLET UNIT,SLAUGHTER,False,118123,630
2009,49,7C,ENDEAVOR ENERGY RESOURCES L.P.,2009-03-17,Producer,REAGAN,9888,0,0,Crude,200,30,170,Tank Battery,Corrosion - Rust,Other,False,,,"SECTION 6, BLOCK 48, UNIVERSITY LANDS SURVEY",VACUUMED FREE FLUID. SOIL IN PROGRESS TO BE REMEDIATED.,UNIVERSITY,BLOCK 49 (2450),False,117613,8400
2009,507,02,"JAMEX, INC.",2009-03-17,Producer,LIVE OAK,0,244339,0,Crude,85,0,85,Tank Battery,Theft,Other,False,,,P. SELINES A-418,THEFT REPORTED TO OAK COUNTY SHERIFF'S DEPARTMENT.,FREEMAN,FORT MERRILL (YEGUA),False,118071,3570
